ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE
6143	Japhug	flesh	the meat	tɤ-mthɯm	t ɤ ◦ m tʰ ɯ m			肉	3000		肌		tɤ-mthɯm
6147	Tangut	flesh	the meat	tɕʰji¹	tɕʰ j i ¹			肉	10227		肌		tɕʰji¹
6167	Old_Tibetan	moon	the moon	sla	s l a			月亮	2081		月		zla
6180	Khaling	moon	the moon	lɵ	l ɵ			月亮	2081		月		lɵ
6181	Limbu	moon	the moon	laba	l a b a			月亮	2081		月		laba
6196	Japhug	moon	the moon	tɯ-sla	t ɯ ◦ s l a			月亮	2081		月		tɯ-sla
6200	Tangut	moon	the moon	lhjị²	lʰ j ị j ²			月亮	2081		月		lhjịj²
6249	Japhug		the mosquito	ʁmɤrɲɯɣ	ʁ m ɤ r ɲ ɯ ɣ				2487				ʁmɤrɲɯɣ
6273	Old_Tibetan		the mother	a.ma	ʔa m a			母亲	902				
6302	Japhug		the mother	tɤ-mu	t ɤ ◦ m u			母亲	1213				tɤ-muj
6326	Old_Tibetan	mountain	the mountain	sgaŋ	s g a ŋ			山	2509		山		sgaŋ
6339	Khaling	mountain	the mountain	ʣhes	ʣʰ e s			山	2271		山		ʣhes
6340	Limbu	mountain	the mountain	tɔksɔŋ	t ɔ k s ɔ ŋ			山	2511		山		tɔksɔŋ
6355	Japhug	mountain	the mountain	zgo	z g o		Tibetan[sgaŋ]	山	2509		山		zgo
6359	Tangut	mountain	the mountain	ŋər¹	ŋ ə r ¹			山	3760		山		ŋər¹
6379	Old_Tibetan	mouth	the mouth	kʰa	kʰ a			嘴	10405		口		kʰa
6392	Khaling	mouth	the mouth	koɔ̄m	k o ɔ̄ m			嘴	2517		口		koɔ̄m
6393	Limbu	mouth	the mouth	mura	m u r a			嘴	2518		口		mura
6412	Tangut	mouth	the mouth	mər	m ə r			嘴	4137		口		mər
6432	Old_Tibetan	claw	the nail (fingernail or claw)	sen.mo	s e n m o			爪子	88		爪		sen.mo
6445	Khaling	claw	the nail (fingernail or claw)	sēndʉ	s ē n d ʉ			爪子	88		爪		sēndʉ
6446	Limbu	claw	the nail (fingernail or claw)	sendi	s e n d i			爪子	88		爪		sendi
6461	Japhug	claw	the nail (fingernail or claw)	tɯ-ndzrɯ	t ɯ ◦ ⁿdz r ɯ			爪子	1194		爪		tɯ-ndzrɯ
6465	Tangut	claw	the nail (fingernail or claw)	dzjị¹	d z j ị ¹			爪子	1194		爪		dzjị¹
6485	Old_Tibetan	name	the name	mʲiŋ	mʲ i ŋ			名字	18		名		mʲiŋ
6498	Khaling	name	the name	nʌ̄ŋ	n ʌ̄ ŋ			名字	18		名		nʌ̄ŋ
6499	Limbu	name	the name	miŋ	m i ŋ			名字	18		名		miŋ
6514	Japhug	name	the name	tɤ-rmi	t ɤ ◦ r m i			名字	18		名		tɤ-rmi
6518	Tangut	name	the name	mjiij²	m j ii j ²			名字	18		名		mjiij²
6538	Old_Tibetan		narrow	dog-	d o g			窄	1084				
6567	Japhug		narrow	tɕɤr	tɕ ɤ r			窄	671				tɕɤr
6591	Old_Tibetan		near	tʰag.ɲe.po	tʰ a g + ɲ e + p o			近	7				
6620	Japhug		near	armbat	a r mb a t			近	974				armbat
6644	Old_Tibetan	neck	the neck	ske	s k e			脖子	695		頸		ske
6657	Khaling	neck	the neck	takʦhu	t a k ʦʰ u			脖子	2565		頸		takʦhu
6658	Limbu	neck	the neck	sitla	s i t l a			脖子	2566		頸		sitla
6673	Japhug	neck	the neck	tɯ-mke	t ɯ ◦ m k e			脖子	695		頸		tɯ-mke
6677	Tangut	neck	the neck	ljwịj¹	l j w ị j ¹			脖子	122		頸		ljwịj¹
6697	Old_Tibetan		the needle (for sewing)	kʰab	kʰ a b				10231				
6726	Japhug		the needle (for sewing)	taqaβ	t a q a β				10231				taqaβ
6750	Old_Tibetan	new	new	gsar-	g s a r ◦			新	23		新		gsar-
6763	Khaling	new	new	nu:ri	n uː r i			新	257		新		nʌjʌ
6764	Limbu	new	new	sɔŋ	s ɔ ŋ			新	2601		新		sɔŋ
6779	Japhug	new	new	ɕɤɣ	ɕ ɤ ɣ			新	997		新		ɕɤɣ
6783	Tangut	new	new	sjiw¹	s j i w ¹			新	997		新		sjiw¹
6856	Old_Tibetan		nine	dgu	d g u				24				
6885	Japhug		nine	kɯngɯt	k ɯ n g ɯ t				24				kɯngɯt
6909	Old_Tibetan	nose	the nose	sna	s n a			鼻子	2090		鼻		sna
6922	Khaling	nose	the nose	nɵ	n ɵ			鼻子	2090		鼻		nɵ
6923	Limbu	nose	the nose	nɛbo	n ɛ b o			鼻子	2090		鼻		nɛbo
6938	Japhug	nose	the nose	tɯ-ɕna	t ɯ ◦ ɕ n a			鼻子	2090		鼻		tɯ-ɕna
6942	Tangut	nose	the nose	njii²	n j ii ²			鼻子	2090		鼻		njii²
7015	Old_Tibetan		old (of person)	rgas	r g a s			老	583				
7044	Japhug		old (of person)	rgɤz	r g ɤ z		tib[rgas]	老	583				%rgɤz
7068	Old_Tibetan	one	one	gtɕig	g tɕ i g			一	302		一		gtɕig
7081	Khaling	one	one	tûːbʌ	t ûː b ʌ			一	302		一		tûːbʌ
7082	Limbu	one	one	thik	tʰ i k			一	302		一		thik
7097	Japhug	one	one	ci	c i			一	302		一		ci
7101	Tangut	one	one	lew¹	l e w ¹			一	302		一		lew¹
7333	Old_Tibetan		to plant (vegetals, rice)	ɴdebs, btab	b t a b				2713				
7362	Japhug		to plant (vegetals, rice)	ji	j i				722				ji
7386	Old_Tibetan		to play	rtse	r ts e			玩	1448				
7415	Japhug		to play	anɯɣro	a n ɯ ɣ r o			玩	3258				anɯɣro
7439	Old_Tibetan		to pull	ɴtʰen	ɴ tʰ e n			拉	3270				
7468	Japhug		to pull	rɤɕi	r ɤ ɕ i			拉	2354				rɤɕi
7492	Old_Tibetan		to push	skul	s k u l			推	3301				
7521	Japhug		to push	sthoʁ	s tʰ o ʁ			推	2768				sthoʁ
7545	Old_Tibetan	person	the rain	tɕʰar.pa	tɕʰ a r + p a			雨	1342		人		mʲi
7558	Khaling	person	the rain	wɵ	w ɵ			雨	10234		人		ɦʌs
7574	Japhug	person	the rain	tɯmɯ	t ɯ m ɯ			雨	1164		人		tɯrme
7578	Tangut	person	the rain	dzjwo²	d z j w o ²			雨	4154		人		dzjwo²
7598	Old_Tibetan		the mouse or rat	bʲi.ba	b j i + b a				10424				
7627	Japhug		the mouse or rat	βʑɯ	β ʑ ɯ				10424				
7651	Old_Tibetan	red	red	dmar-	d m a r ◦			红	1088		赤		dmar-
7664	Khaling	red	red	ɦalalâm	ɦ a l a l â m			红	638		赤		ɦalalâm
7665	Limbu	red	red	hɛt	h ɛ t			红	3413		赤		hɛt
7680	Japhug	red	red	ɣɯrni	ɣ ɯ r n i			红	1306		赤		ɣɯrni
7684	Tangut	red	red	njij¹	n j i j ¹			红	1306		赤		njij¹
7704	Old_Tibetan		to reside (live)	sdod, bsdad	b s d a d				2022				
7733	Japhug		to reside (live)	rɤʑi	r ɤ ʑ i				2805				rɤʑi
7757	Old_Tibetan		right	gjas	g j a s			右边	10429				
7786	Japhug		right	χcʰa	χ cʰ a			右边	920				χcha
7810	Old_Tibetan		the river	gtsaŋ.po	g ts a ŋ p o			江	823				
7839	Japhug		the river	smar	s m a r			江	2838				smar
7863	Old_Tibetan	path	the road	lam	l a m			路	2206		路		lam
7876	Khaling	path	the road	lɛ̄m	l ɛ̄ m			路	2206		路		lɛ̄m
7877	Limbu	path	the road	lam	l a m			路	2206		路		lam
7892	Japhug	path	the road	tʂu	tʂ u			路	2850		路		tʂu
7896	Tangut	path	the road	tɕja¹	tɕ j a ¹			路	1175		路		tɕja¹
7969	Old_Tibetan	root	the root	rtsa.ba	r ts a b a			根	285		根		rtsa.ba
7982	Khaling	root	the root	sɛ̄m	s ɛ̄ m			根	225		根		sɛ̄m
7983	Limbu	root	the root	sa:p	s a: p			根	225		根		sa:p
7998	Japhug	root	the root	tɤ-zrɤm	t ɤ ◦ z r ɤ m			根	225		根		tɤ-zrɤm
8002	Tangut	root	the root	dʑju²	dʑ j u ²			根	4157		根		dʑju²
8022	Old_Tibetan		the rope	tʰag.pa	tʰ a g + p a			绳子	540				
8051	Japhug		the rope	tɯmbri	t ɯ m b r i			绳子	10164				tɯmbri
8128	Old_Tibetan	round	round	zlum-	z l u m			圆	403		圓		zlum-
8141	Khaling	round	round	khʌkhʌrmîm	kʰ ʌ kʰ ʌ r m î m			圆	558		圓		khʌkhʌrmîm
8142	Limbu	round	round	kugɔp	k u g ɔ p			圆	2899		圓		kugɔp
8157	Japhug	round	round	artɯm	a r t ɯ m			圆	3770		圓		artɯm
8161	Tangut	round	round	low²	l o w ²			圆	403		圓		low²
8234	Old_Tibetan		the salt	tsʰʷa	tsʰʷ a			盐	4160				
8263	Japhug		the salt	tsʰa	tsʰ a		tib[tsʰʷa]	盐	4160				%tsha
8287	Old_Tibetan	sand	the sand	bʲe.ma	bʲ e m a			沙子	118		沙		bʲe.ma
8300	Khaling	sand	the sand	sekhre	s e kʰ r e			沙子	212		沙		sekhre
8316	Japhug	sand	the sand	qambɯt	q a m b ɯ t			沙子	2415		沙		qambɯt
8320	Tangut	sand	the sand	bẹ¹	b ẹ ¹			沙子	2415		沙		bẹ¹
8393	Old_Tibetan		to scratch	brad	b r a d			抓	2501				
8422	Japhug		to scratch	rɤβraʁ	r ɤ β r a ʁ			抓	2403				rɤβraʁ
8446	Old_Tibetan	see	to see	lta-	l t a +			看见	2936		睹		lta-
8459	Khaling	see	to see	thɵ-	tʰ ɵ ◦			看见	2939		睹		thɵ-
8460	Limbu	see	to see	nis-	n i s ◦			看见	2940		睹		nis-
8475	Japhug	see	to see	mto	m t o			看见	2472		睹		mto
8479	Tangut	see	to see	ljij²	l j i j ²			看见	4162		睹		ljij²
8499	Old_Tibetan	seed	the seed	sa.bon	s a b o n			种子	955		種		sa.bon
8512	Khaling	seed	the seed	rāːru	r āː r u			种子	2952		種		rāːru
8513	Limbu	seed	the seed	se	s e			种子	2953		種		se
8528	Japhug	seed	the seed	tɯ-rɣi	t ɯ ◦ r ɣ i			种子	4165		種		tɯ-rɣi
8552	Old_Tibetan		seven	bdun	b d u n				1049				
8581	Japhug		seven	kɯɕnɯz	k ɯ ɕ n ɯ z				55				kɯɕnɯz
8658	Old_Tibetan		sharp	rno-	r n o			锋利	1770				
8687	Japhug		sharp	mtɕoʁ	m tɕ o ʁ			锋利	992				mtɕoʁ
8711	Old_Tibetan		to shoot (an arrow)	ɴpʰen	ɴ pʰ e n				2979				
8740	Japhug		to shoot (an arrow)	tɯdi lɤt	t ɯ d i + l ɤ t				2933				lɤt (tɯdi)
8764	Old_Tibetan		short	tʰuŋ-	tʰ u ŋ			短	4170				
8793	Japhug		short	xtɯt	x t ɯ t			短	972				xtɯt
8817	Old_Tibetan		the shoulder	pʰrag	pʰ r a g				13				
8846	Japhug		the shoulder	tɯ-rpaʁ	t ɯ ◦ r p a ʁ				13				tɯ-rpaʁ
8870	Old_Tibetan		shy	ŋo.tsʰa-	ŋ o + tsʰ a				5877				
8899	Japhug		shy	nɤzraʁ	n ɤ z r a ʁ				2478				nɤzraʁ
8976	Old_Tibetan		to sing	gʑas  gtoŋ	g ʑ a s + + g t o ŋ			唱	3053				
9005	Japhug		to sing	nɯrɤɣo	n ɯ r ɤ ɣ o			唱	3058				nɯrɤɣo
9082	Old_Tibetan		six	drug	d r u g				306				
9111	Japhug		six	kɯtʂɤɣ	k ɯ tʂ ɤ ɣ				306				kɯtʂɤɣ
9135	Old_Tibetan	skin	the skin	lpags	l p a g s			皮肤	2885		皮		lpags
9148	Khaling	skin	the skin	sʌkʌ	s ʌ k ʌ			皮肤	689		皮		sʌkʌ
9149	Limbu	skin	the skin	horik	h o r i k			皮肤	3076		皮		horik
9164	Japhug	skin	the skin	tɯ-ndʐi	t ɯ ◦ ndʐ i			皮肤	2473		皮		tɯ-ndʐi
9168	Tangut	skin	the skin	dʑjɨ¹	dʑ j ɨ ¹			皮肤	2473		皮		dʑjɨ¹
9188	Old_Tibetan		the sky	gnam	g n a m			天空	254				
9217	Japhug		the sky	tɯmɯ	t ɯ m ɯ			天空	499				tɯmɯ
9241	Old_Tibetan	sleep	to sleep	gɲid ɲal	g ɲ i d _ ɲ a l			睡	2540		寢		gɲid ɲal
9254	Khaling	sleep	to sleep	ʔip-si-	ʔ i p ◦ s i ◦			睡	2244		寢		ʔip-si-
9255	Limbu	sleep	to sleep	ips-	i ps ◦			睡	2244		寢		ips-
9270	Japhug	sleep	to sleep	nɯʑɯβ	n ɯ ʑ ɯ β			睡	2244		寢		nɯʑɯβ
9274	Tangut	sleep	to sleep	.jɨ²	j ɨ ²			睡	2244		寢		.jɨ²
9294	Old_Tibetan	small	small	tɕʰuŋ-	tɕʰ u ŋ			小	742		小		tɕʰuŋ-
9307	Khaling	small	small	jakki	j a k k i			小	3094		小		jakki
9308	Limbu	small	small	cu:kt-	c u: k t ◦			小	3095		小		cu:kt-
9323	Japhug	small	small	xtɕi	x tɕ i			小	440		小		xtɕi
9327	Tangut	small	small	tsəj¹	ts ə j ¹			小	440		小		tsəj¹
9347	Old_Tibetan		to smell (perceive odor) [transitive]	snom, bsnams	b s n a m s			闻	67				
9376	Japhug		to smell (perceive odor) [transitive]	nɤmnɤm	n ɤ m n ɤ m			闻	67				nɤmnɤm
9400	Old_Tibetan	smoke	the smoke	du.ba	d u b a			烟	1421		煙		du.ba
9413	Khaling	smoke	the smoke	mikmɵ	m i k m ɵ			烟	2446		煙		mikmɵ
9414	Limbu	smoke	the smoke	mi:kkhu	m i: k kʰ u			烟	68		煙		mi:kkhu
9429	Japhug	smoke	the smoke	tɤkʰɯ	t ɤ kʰ ɯ			烟	68		煙		tɤkʰɯ
9433	Tangut	smoke	the smoke	ɣju¹	ɣ j u ¹			烟	68		煙		ɣju¹
9453	Old_Tibetan		smooth	ɴdʑam-	ɴ dʑ a m			平	176				
9482	Japhug		smooth	mpɕu	m p ɕ u			平	523				mnu
9506	Old_Tibetan		the snake	sbrul	s b r u l			蛇	70				
9535	Japhug		the snake	qapri	q a p r i			蛇	70				qapri
9559	Old_Tibetan		the snow	gaŋs	g a ŋ s			雪	2796				
9588	Japhug		the snow	tɤjpa	t ɤ j p a			雪	2372				tɤjpa
9665	Old_Tibetan		the spider	sdom	s d o m				2348				
9694	Japhug		the spider	ɴɢoɕna	ɴɢ o ɕ n a				1756				ɴɢoɕna
9747	Japhug		to spit	mciphɯt (lɤt)	m c i pʰ ɯ t _ l ɤ t )			吐	3128				mciphɯt (lɤt)
9930	Old_Tibetan	stand	to stand	laŋs-	l a ŋ s			站	2265		立		laŋs-
9943	Khaling	stand	to stand	rep	r e p			站	2246		立		rep
9959	Japhug	stand	to stand	ndzur	ⁿdz u r			站	3150		立		ndzur
9963	Tangut	stand	to stand	.jar¹	j a r ¹			站	2246		立		.jar¹
9983	Old_Tibetan	star	the star	skar.ma	s k a r m a			星星	78		星		skar.ma
9996	Khaling	star	the star	sāŋgʌr	s ā ŋ g ʌ r			星星	10319		星		sāŋgʌr
9997	Limbu	star	the star	khɛmsikpa	kʰ ɛ m s i k p a			星星	3197		星		khɛmsikpa
10012	Japhug	star	the star	ʑŋgri	ʑ ŋg r i			星星	1073		星		ʑŋgri
10016	Tangut	star	the star	gjịj¹	g j ị j ¹			星星	1073		星		gjịj¹
10036	Old_Tibetan		to steal	rku	r k u				10464				
10065	Japhug		to steal	mɯrkɯ	m ɯ r k ɯ				10464				mɯrkɯ
10089	Old_Tibetan		the stick	dbʲug	d b j u g			棍子	1554				
10118	Japhug		the stick	tɤɲi	t ɤ ɲ i			棍子	3155				tɤɲi
10142	Old_Tibetan	stone	the stone (a piece of)	rdo	r d o			石头	3156		石		rdo
10155	Khaling	stone	the stone (a piece of)	lūŋ	l ū ŋ			石头	81		石		lūŋ
10156	Limbu	stone	the stone (a piece of)	luŋ	l u ŋ			石头	81		石		luŋ
10171	Japhug	stone	the stone (a piece of)	rdɤstaʁ	r d ɤ s t a ʁ		tib[rdo]	石头	3156		石		rdɤstaʁ
10175	Tangut	stone	the stone (a piece of)	lụ¹	l ụ ¹			石头	10582		石		lụ¹
10195	Old_Tibetan		straight	draŋ-	d r a ŋ			直	1595				
10224	Japhug		straight	astu	a s t u			直	983				astu
10248	Old_Tibetan		to lick	ldag	l d a g			吮	101				
10277	Japhug		to lick	nɯntsɯɣ	n ɯ n ts ɯ ɣ			吮	3164				nɯntsɯɣ
10301	Old_Tibetan	sun	the sun	ɲi.ma	ɲ i m a			太阳	83		日		ɲi.ma
10314	Khaling	sun	the sun	noɔ̄m	n oɔ̄ m			太阳	86		日		noɔ̄m
10315	Limbu	sun	the sun	nam	n a m			太阳	86		日		nam
10330	Japhug	sun	the sun	ʁmbɣi	ʁ mb ɣ i			太阳	3166		日		ʁmbɣi
10334	Tangut	sun	the sun	be²	b e ²			太阳	3166		日		be²
10460	Old_Tibetan	tail	the tail	rŋa.ma	r ŋ a m a			尾巴	914		尾		rŋa.ma
10473	Khaling	tail	the tail	mêr	m ê r			尾巴	853		尾		mêr
10474	Limbu	tail	the tail	mi²	m i ²			尾巴	84		尾		mi²
10489	Japhug	tail	the tail	tɤ-jme	t ɤ ◦ j m e			尾巴	84		尾		tɤ-jme
10493	Tangut	tail	the tail	mjiij¹	m j ii j ¹			尾巴	84		尾		mjiij¹
10513	Old_Tibetan		ten	btɕu	b tɕ u				296				
10542	Japhug		ten	sqi	s q i				364				sqi
10566	Old_Tibetan	that	that	de	d e			那	2690		彼		de
10579	Khaling	that	that	mɛ	m ɛ			那	2696		彼		mɛ
10580	Limbu	that	that	khɔ	kʰ ɔ			那	2686		彼		khɔ
10595	Japhug	that	that	nɯ	n ɯ			那	2687		彼		nɯ
10599	Tangut	that	that	thja¹	tʰ j a ¹			那	0		彼		thja¹
10619	Old_Tibetan		there	der	d e r			那儿	2704				
10648	Japhug		there	nɯreri	n ɯ r e r i			那儿	2711				nɯreri
10725	Old_Tibetan		thick	mtʰug-	m tʰ u g			厚	2146				
10754	Japhug		thick	jaʁ	j a ʁ			厚	977				jaʁ
10778	Old_Tibetan		thin (object)	srab	s r a b			薄	3192				
10807	Japhug		thin (object)	mba	mb a			薄	3196				mba
10831	Old_Tibetan		to think (reflect)	sems, bsam	b s a m			想	2500				
10860	Japhug		to think (reflect)	sɯso	s ɯ s o	see LS note for Old Chinese		想	10586				sɯso
10884	Old_Tibetan	this	this	ɴdi	ɴ d i			这	5928		是		ɴdi
10897	Khaling	this	this	tɛ	t ɛ			这	2750		是		tɛ
10898	Limbu	this	this	ɛn	ɛ n			这	2755		是		ɛn
10913	Japhug	this	this	ki	k i			这	2756		是		ki
10917	Tangut	this	this	thjɨ²	tʰ j ɨ ²			这	0		是		thjɨ²
10937	Old_Tibetan	you	thou [second person singular]	kʰʲod	kʰ ʲ o d			你	2471		汝		kʰʲod
10950	Khaling	you	thou [second person singular]	ʔīn	ʔ ī n			你	10475		汝		ʔīn
10951	Limbu	you	thou [second person singular]	khɛnɛ	kʰ ɛ n ɛ			你	2810		汝		khɛnɛ
10966	Japhug	you	thou [second person singular]	nɤʑo	n ɤ ʑ o			你	10475		汝		nɤʑo
10990	Old_Tibetan		three	gsum	g s u m			三	283				
11019	Japhug		three	χsɯm	χ s ɯ m		tib[gsum]	三	283				χsɯm
11043	Old_Tibetan		to throw	dbʲug	d b j u g			扔	928				
11072	Japhug		to throw	ɣɤrɤt	ɣ ɤ r ɤ t			扔	3213				ɣɤrɤt
11096	Old_Tibetan		the thunder	tʰog	tʰ o g				2526				
11125	Japhug		the thunder	tʰoʁ	tʰ o ʁ		tib[tʰog]		2526				%thoʁ
11202	Old_Tibetan	tongue	the tongue	ldʑe	l dʑ e			舌头	4190		舌		ldʑe
11215	Khaling	tongue	the tongue	lēm	l ē m			舌头	2825		舌		lēm
11216	Limbu	tongue	the tongue	lɛsot	l ɛ s o t			舌头	4190		舌		lɛsot
11231	Japhug	tongue	the tongue	tɯ-mdʑu	t ɯ ◦ m dʑ u			舌头	3227		舌		tɯ-mdʑu
11235	Tangut	tongue	the tongue	lhjwa	lʰ j w a			舌头	715		舌		lhjwa
11255	Old_Tibetan	tooth	the tooth (front)	so	s o			牙齿	10482		牙		so
11268	Khaling	tooth	the tooth (front)	ŋʌlu	ŋ ʌ l u			牙齿	10252		牙		ŋʌlu
11269	Limbu	tooth	the tooth (front)	hebu	h e b u			牙齿	3231		牙		hebu
11284	Japhug	tooth	the tooth (front)	tɯ-ɕɣa	t ɯ ◦ ɕ ɣ a			牙齿	10482		牙		tɯ-ɕɣa
11288	Tangut	tooth	the tooth (front)	kowr²	k o w r ²			牙齿	4191		牙		kowr²
11308	Old_Tibetan	tree	the tree	ɕiŋ	ɕ i ŋ			树	3396		木		ɕiŋ
11321	Khaling	tree	the tree	sʌ̄ŋ	s ʌ̄ ŋ			树	3396		木		sʌ̄ŋ
11322	Limbu	tree	the tree	siŋbuŋ	s i ŋ b u ŋ			树	3396		木		siŋbuŋ
11337	Japhug	tree	the tree	si	s i			树	3396		木		si
11341	Tangut	tree	the tree	sji¹	s j i ¹			树	3396		木		sji¹
11414	Old_Tibetan		twenty	ɲi.ɕu	ɲ i + + ɕ u				2812				
11443	Japhug		twenty	ɣnɤsqi	ɣ n ɤ s q i				4759				ɣnɤsqi
11467	Old_Tibetan	two	two	gɲis	g ɲ i s			二	102		二		gɲis
11480	Khaling	two	two	sakpu	s a k p u			二	3241		二		sakpu
11481	Limbu	two	two	ni	n i			二	102		二		ni
11496	Japhug	two	two	ʁnɯz	ʁ n ɯ z			二	102		二		ʁnɯz
11500	Tangut	two	two	njɨɨ²	n j ɨɨ/ɨː ²			二	102		二		njɨɨ²
11520	Old_Tibetan		to vomit	skʲug	s kʲ u g			呕吐	10483				
11549	Japhug		to vomit	mɯjphɤt	m ɯ j pʰ ɤ t			呕吐	736				mɯjphɤt, qioʁ
11573	Old_Tibetan	walk	to walk	ɴgro-	ɴ g r o ◦			走	3003		行		ɴgro-
11586	Khaling	walk	to walk	lɛm-thi-	l ɛ m ◦ tʰ i ◦			走	2524		行		lɛm-thi-
11587	Limbu	walk	to walk	laŋ-ghek-	l a ŋ ◦ gʰ e k ◦			走	4048		行		laŋ-ghek-
11602	Japhug	walk	to walk	ŋke	ŋ k e			走	2841		行		ŋke
11606	Tangut	walk	to walk	dʑji	dʑ j i			走	4192		行		dʑji
11732	Old_Tibetan	water	the water	tɕʰu	tɕʰ u	https://stan.hypotheses.org/20 for the cognay of OT and OC		水	2787		水		tɕʰu
11745	Khaling	water	the water	ku	k u			水	1425		水		ku
11746	Limbu	water	the water	cowat	c o w a t			水	2834		水		cowat
11761	Japhug	water	the water	tɯ-ci	t ɯ ◦ c i			水	3374		水		tɯ-ci
11765	Tangut	water	the water	zjɨɨr²	z j ɨɨ/ɨː r ²			水	4193		水		zjɨɨr²
11785	Old_Tibetan	we	we [first person plural inclusive]	ɦo skol	ɦ o + s k o l			我们	5946		我		kʰo.na
11798	Khaling	we	we [first person plural inclusive]	ʔik	ʔ i k			我们	2860		我		ʔik
11799	Limbu	we	we [first person plural inclusive]	ani	a n i			我们	2857		我		ani
11814	Japhug	we	we [first person plural inclusive]	iʑo	i ʑ o			我们	2860		我		iʑo
11818	Tangut	we	we [first person plural inclusive]	gjɨ²mji²	g j ɨ ² m j i ²			我们	0		我		gjɨ²mji²
11838	Old_Tibetan		wet	rlon	r l o n			湿	2479				
11867	Japhug		wet	aci	a c i			湿	2364				aci
11891	Old_Tibetan	what	what	tɕʰi	tɕʰ i			设么	5949		何		tɕʰi
11904	Khaling	what	what	mâŋ	m â ŋ			设么	2885		何		ma^ŋ
11905	Limbu	what	what	the	tʰ e			设么	5949		何		the
11920	Japhug	what	what	tɕʰi	tɕʰ i		tib[tɕʰi]	设么	5949		何		%tɕʰi
11924	Tangut	what	what	xwa²	x w a ²			设么	0		何		xwa²
11997	Old_Tibetan		where	ga.na	g a + n a			哪里	5951				
12026	Japhug		where	ŋotɕu	ŋ o tɕ u			哪里	2903				ŋotɕu
12050	Old_Tibetan	white	white	dkar-	d k a r +			白	2478		白		dkar-
12063	Khaling	white	white	bubûm	b u b û m			白	3289		白		bubûm
12064	Limbu	white	white	phɔ	pʰ ɔ			白	3290		白		phɔ
12079	Japhug	white	white	wɣrum	w ɣ r u m			白	10173		白		wɣrum
12083	Tangut	white	white	phiow¹	pʰ i o w ¹			白	10173		白		phiow¹
12103	Old_Tibetan	who	who	su	s u			谁	2253		孰		su
12116	Khaling	who	who	sʉ̂ː	s ʉ̂ː			谁	2253		孰		sʉ
12117	Limbu	who	who	ha:t	h aː t			谁	3054		孰		ha:t
12132	Japhug	who	who	ɕɯ	ɕ ɯ			谁	2253		孰		ɕu
12136	Tangut	who	who	sjwɨ²	s j w ɨ ²			谁	2253		孰		sjwɨ²
12209	Old_Tibetan		the wife	kʰʲo.mo	kʰ j o + m o			妻子	5467				
12238	Japhug		the wife	tɤ-rʑaβ	t ɤ ◦ r ʑ a β			妻子	2935				tɤ-rʑaβ
12262	Old_Tibetan		the wind	rluŋ	r l u ŋ			风	1341				
12291	Japhug		the wind	qale	q a l e			风	994				qale
12315	Old_Tibetan		the wing	gɕog pa	g ɕ o g + pa			翅膀	755				
12344	Japhug		the wing	ɯ-ʁar	ɯ ◦ ʁ a r			翅膀	3315				ɯ-ʁar
12368	Old_Tibetan	woman	the woman	bud.med	b u d + m e d			女人	2913		女		bu.med
12381	Khaling	woman	the woman	melsêm	m e l s ê m			女人	29769		女		melsêm
12382	Limbu	woman	the woman	mɛnchuma	m ɛ n cʰ u m a			女人	29769		女		mɛnchuma
12397	Japhug	woman	the woman	tɕheme	tɕʰ e m e			女人	29768		女		tɕheme
12401	Tangut	woman	the woman	mjịj¹	m j ị j ¹			女人	29768		女		mjịj¹
12421	Old_Tibetan		the wood (material)	ɕiŋ	ɕ i ŋ				0				
12450	Japhug		the wood (material)	si	s i				8175				si
12633	Old_Tibetan		the year	lo	l o			年	1204				
12662	Japhug		the year	tɯ-xpa	t ɯ ◦ x p a			年	4196				tɯ-xpa
12686	Old_Tibetan	yellow	yellow	ser-	s e r ◦			黄	563		黃		ser-
12699	Khaling	yellow	yellow	ʔɵʔɵ̂m	ʔ ɵ ʔ ɵ̂ m			黄	1460		黃		ʔɵʔɵ̂m
12700	Limbu	yellow	yellow	hi:k	h iː k			黄	3344		黃		hi:k
12715	Japhug	yellow	yellow	qarŋe	q a r ŋ e			黄	2513		黃		qarŋe
12719	Tangut	yellow	yellow	nər²	n ə r ²			黄	2513		黃		nər²
12739	Old_Tibetan		you [second person plural]	kʰʲod	kʰ j o d				5968				
12768	Japhug		you [second person plural]	nɯʑo	n ɯ ʑ o				3007				nɤʑo
12776	Old_Tibetan		to bite	zaˌ bzas	b z a s				2437				za, bzas
14877	Yidu	root	the root	ho⁵⁵ɹo⁵⁵	h o ⁵⁵ ◦ ɹ o ⁵⁵				2217	364200		STEDT/TBL	ho⁵⁵ɹo⁵⁵
14891	Tibetan_Xiahe	ant	the ant	mbə tɕaχ ma	m b ə _ tɕ a χ _ m a	!			2954	363671		STEDT/TBL	mbə tɕaχ ma
14923	Tibetan_Batang	meat	the meat	xha⁵³	xh a ⁵³				10227	367687		STEDT/TBL	xha⁵³
14953	Darang_Taraon	learn	to learn	xiɯ⁵⁵dʑoŋ³⁵	x i ɯ ⁵⁵ ◦ dʑ o ŋ ³⁵		tib[sbʲoŋ]		2435	430840		STEDT/TBL	xiɯ⁵⁵dʑoŋ³⁵
